title,description
Pendidikan tinggi hukum di Indonesia,Pendidikan tinggi hukum di Indonesia
Sedjarah pendidikan Islam di Indonesia,Sedjarah pendidikan Islam di Indonesia
Telaah kritis pendidikan di Indonesia,Telaah kritis pendidikan di Indonesia
Memperbaiki keuangan pendidikan di Indonesia,Memperbaiki keuangan pendidikan di Indonesia
Pembinaan bahasa Indonesia/Melayu dalam dunia pendidikan,Pembinaan bahasa Indonesia/Melayu dalam dunia pendidikan
Pendidikan pusaka Indonesia,Pendidikan pusaka Indonesia
Laporan kunjungan team nasional ke PPSP Padang,Laporan kunjungan team nasional ke PPSP Padang
Fluktuasi karakteristik aliran sungai sebagai respon daerah aliran sungai (DAS) terhadap perubahan lahan,Fluktuasi karakteristik aliran sungai sebagai respon daerah aliran sungai (DAS) terhadap perubahan lahan
"Lampiran Laporan Direktorat Pendidikan Tinggi, Direktorat Jendral Pendidikan, Departemen Pendidikan dan Kebudayaan","Lampiran Laporan Direktorat Pendidikan Tinggi, Direktorat Jendral Pendidikan, Departemen Pendidikan dan Kebudayaan"
Implementasi kebijakan konservasi energi di lingkungan Departemen Pendidikan Nasional,Implementasi kebijakan konservasi energi di lingkungan Departemen Pendidikan Nasional
Pokok-pokok pikiran pembaharuan pendidikan nasional,Pokok-pokok pikiran pembaharuan pendidikan nasional
Ilmu pendidikan sejati,Ilmu pendidikan sejati
Pendidikan Islam dari masa ke masa,Pendidikan Islam dari masa ke masa
Pendidikan dan globalisasi,Pendidikan dan globalisasi
Seminar Evaluasi Pelaksanaan Program Pembaharuan Pendidikan Hukum,Seminar Evaluasi Pelaksanaan Program Pembaharuan Pendidikan Hukum
5 undang-undang tahun 2009,5 undang-undang tahun 2009
Kiat kuat berwirausaha,Kiat kuat berwirausaha
Pendidikan kependudukan,Pendidikan kependudukan
Sistem pemerintahan tradisional [nama daerah],Sistem pemerintahan tradisional [nama daerah]
Gagasan liberalisasi pendidikan Islam,Gagasan liberalisasi pendidikan Islam
Pendidikan ilmu pengetahuan alam di sekolah pendidikan guru,Pendidikan ilmu pengetahuan alam di sekolah pendidikan guru
Paradigma intelektual Muslim,Paradigma intelektual Muslim
Pendidikan nasional Pantjasila,Pendidikan nasional Pantjasila
Pendidikan sebagai investasi dalam pembangunan suatu bangsa,Pendidikan sebagai investasi dalam pembangunan suatu bangsa
Permendikbud no. 69 tahun 2013 tentang kerangka dasar dan struktur kurikulum Sekolah Menengah Atas (SMA)/Madrasah Aliyah (MA) dan Permendikbud no. 70 tahun 2013 tentang kerangka dasar dan struktur kurikulum Sekolah Menengah Kejuruan (SMK)/Madrasah Aliyah Kejuruan (MAK),Permendikbud no. 69 tahun 2013 tentang kerangka dasar dan struktur kurikulum Sekolah Menengah Atas (SMA)/Madrasah Aliyah (MA) dan Permendikbud no. 70 tahun 2013 tentang kerangka dasar dan struktur kurikulum Sekolah Menengah Kejuruan (SMK)/Madrasah Aliyah Kejuruan (MAK)
Kurikulum sekolah menengah umum SMA,Kurikulum sekolah menengah umum SMA
"Pedoman guru keterampilan, sub keterampilan kerajinan dan teknik sekolah dasar","Pedoman guru keterampilan, sub keterampilan kerajinan dan teknik sekolah dasar"
Undang-Undang Republik Indonesia nomor 9 tahun 2009 Tentang Badan Hukum Pendidikan,Undang-Undang Republik Indonesia nomor 9 tahun 2009 Tentang Badan Hukum Pendidikan
Keputusan-keputusan dan garis-garis kebijaksanaan Menteri Pendidikan & Kebudayaan dalam pembaharuan pendidikan melalui PPSP,Keputusan-keputusan dan garis-garis kebijaksanaan Menteri Pendidikan & Kebudayaan dalam pembaharuan pendidikan melalui PPSP
Sembilan puluh tahun pendidikan tinggi teknik di Indonesia,Sembilan puluh tahun pendidikan tinggi teknik di Indonesia
Undang-Undang Pengadilan Anak dan sistim pendidikan nasional 1997,Undang-Undang Pengadilan Anak dan sistim pendidikan nasional 1997
Program kerja kegiatan-kegiatan pembaharuan pendidikan melalui proyek-[proyek] perintis sekolah pembangunan dengan media audio-visual,Program kerja kegiatan-kegiatan pembaharuan pendidikan melalui proyek-[proyek] perintis sekolah pembangunan dengan media audio-visual
Studi nasional tentang pendidikan universal tingkat pendidikan dasar di Indonesia,Studi nasional tentang pendidikan universal tingkat pendidikan dasar di Indonesia
"Pendidikan di Indonesia, 1900-1940","Pendidikan di Indonesia, 1900-1940"
Inovasi dalam sistem pendidikan,Inovasi dalam sistem pendidikan
Upaya meningkatkan kualitas SDM melalui pendidikan formal dan non formal,Upaya meningkatkan kualitas SDM melalui pendidikan formal dan non formal
60 tahun pendidikan Dokter Spesialis Anak di Indonesia,60 tahun pendidikan Dokter Spesialis Anak di Indonesia
"Iman, pendidikan, dan perubahan sosial","Iman, pendidikan, dan perubahan sosial"
Model data pendidikan multimedia,Model data pendidikan multimedia
keadaan dan pengenbangan bahasa dan sastra indonesia di jepang,keadaan dan pengenbangan bahasa dan sastra indonesia di jepang
Pemikiran pembangunan Bung Hatta,Pemikiran pembangunan Bung Hatta
Inovasi pendidikan agama dan keagamaan,Inovasi pendidikan agama dan keagamaan
Cita-cita realita pendidikan,Cita-cita realita pendidikan
Disain penelitian pendidikan dasar manusia Indonesia,Disain penelitian pendidikan dasar manusia Indonesia
Implementasi program pendidikan kependudukan di Indonesia,Implementasi program pendidikan kependudukan di Indonesia
Mengenal sistim pendidikan pembangunan di Indonesia,Mengenal sistim pendidikan pembangunan di Indonesia
Beberapa aspek pendidikan tinggi di Indonesia,Beberapa aspek pendidikan tinggi di Indonesia
Pergeseran orientasi pendidikan pesantren di Indonesia,Pergeseran orientasi pendidikan pesantren di Indonesia
Materi-materi pendidikan politik bagi generasi muda Indonesia,Materi-materi pendidikan politik bagi generasi muda Indonesia
Studi pendidikan dasar bekal hidup = Life-skills objectives,Studi pendidikan dasar bekal hidup = Life-skills objectives
Pedoman pendidikan kader,Pedoman pendidikan kader
Susunan organisasi dan tata kerja Badan Pendidikan dan Latihan dan kumpulan peraturan tentang pendidikan kedinasan Departemen Dalam Negeri,Susunan organisasi dan tata kerja Badan Pendidikan dan Latihan dan kumpulan peraturan tentang pendidikan kedinasan Departemen Dalam Negeri
"Statistik pendidikan Propinsi Riau, 1987","Statistik pendidikan Propinsi Riau, 1987"
Pendidikan Islam multikultural di pesantren,Pendidikan Islam multikultural di pesantren
Panduan pembelajaran karakter bangsa di satuan pendidikan & tindak pidana kekerasan guru terhadap anak didik/siswa di sekolah,Panduan pembelajaran karakter bangsa di satuan pendidikan & tindak pidana kekerasan guru terhadap anak didik/siswa di sekolah
"Pekerja anak, pendidikan anak pekerja/buruh, skema bantuan, dan komite sekolah","Pekerja anak, pendidikan anak pekerja/buruh, skema bantuan, dan komite sekolah"
Kebijakan Departemen Pendidikan Nasional,Kebijakan Departemen Pendidikan Nasional
Ikhtisar pembinaan pendidikan tinggi,Ikhtisar pembinaan pendidikan tinggi
Pedoman technis pendidikan masjarakat,Pedoman technis pendidikan masjarakat
Modul pendidikan HAM bersperspektif gender,Modul pendidikan HAM bersperspektif gender
"Pesantren, madrasah, sekolah","Pesantren, madrasah, sekolah"
Peraturan Pemerintah Republik Indonesia nomor 17 tahun 2010 tentang pengelolaan dan penyelenggaraan pendidikan,Peraturan Pemerintah Republik Indonesia nomor 17 tahun 2010 tentang pengelolaan dan penyelenggaraan pendidikan
Pemantapan mekanisme pendataan informasi pendidikan di Indonesia sebagai informasi pendidikan internasional,Pemantapan mekanisme pendataan informasi pendidikan di Indonesia sebagai informasi pendidikan internasional
Melacak garis waktu dan peristiwa,Melacak garis waktu dan peristiwa
Permasalahan pendidikan kewiraan/pendidikan kewarganegaraan,Permasalahan pendidikan kewiraan/pendidikan kewarganegaraan
Survai nasional pendidikan pemilih Indonesia,Survai nasional pendidikan pemilih Indonesia
Pendidikan Islam di Indonesia dan Mesir,Pendidikan Islam di Indonesia dan Mesir
Peraturan Menteri Pendidikan Nasional nomor 52 tahun 2008,Peraturan Menteri Pendidikan Nasional nomor 52 tahun 2008
Perubahan sikap politik masyarakat Indonesia,Perubahan sikap politik masyarakat Indonesia
Pola pelaksanaan pendidikan kecakapan hidup melalui pendekatan pendidikan berbasis luas,Pola pelaksanaan pendidikan kecakapan hidup melalui pendekatan pendidikan berbasis luas
Education for all Indonesia,Education for all Indonesia
Studi implementasi model peningkatan kualitas pembelajaran pendidikan kewarganegaraan,Studi implementasi model peningkatan kualitas pembelajaran pendidikan kewarganegaraan
Rentjana pendidikan taman kanak² dan sekolah dasar,Rentjana pendidikan taman kanak² dan sekolah dasar
"Hajjah Rahmah el Yunusiyyah dan Zainuddin Labay el Yunusy, dua bersaudara tokoh pembaharu sistem pendidikan di Indonesia","Hajjah Rahmah el Yunusiyyah dan Zainuddin Labay el Yunusy, dua bersaudara tokoh pembaharu sistem pendidikan di Indonesia"
Masalah pendidikan dan kebudajaan di Propinsi Irian Barat,Masalah pendidikan dan kebudajaan di Propinsi Irian Barat
"Keputusan Menteri Pendidikan Nasional, Republik Indonesia nomor 217/O/2000 tentang pembukaan dan penegerian sekolah, tahun pelajaran 1999/2000","Keputusan Menteri Pendidikan Nasional, Republik Indonesia nomor 217/O/2000 tentang pembukaan dan penegerian sekolah, tahun pelajaran 1999/2000"
Kumpulan peraturan tentang buku,Kumpulan peraturan tentang buku
An Indonesian educational planning model using a systems approach,An Indonesian educational planning model using a systems approach
Pedoman kerja proyek identifikasi bakat dan kesanggupan prestasi,Pedoman kerja proyek identifikasi bakat dan kesanggupan prestasi
Rencana-rencana perbaikan dalam pelaksanaan riset oleh lembaga-lembaga pemerintah,Rencana-rencana perbaikan dalam pelaksanaan riset oleh lembaga-lembaga pemerintah
Perkembangan sekolah dasar dari tahun 1970 s.d. 1980,Perkembangan sekolah dasar dari tahun 1970 s.d. 1980
Pengarusutamaan gender,Pengarusutamaan gender
Peraturan Menteri Pendidikan Nasional Republik Indonesia nomor 22 tahun 2007 tentang penetapan buku teks pelajaran yang memenuhi syarat kelayakan untuk digunakan dalam proses pembelajaran,Peraturan Menteri Pendidikan Nasional Republik Indonesia nomor 22 tahun 2007 tentang penetapan buku teks pelajaran yang memenuhi syarat kelayakan untuk digunakan dalam proses pembelajaran
Petunjuk teknis pengelolaan block grant bagi madrasah,Petunjuk teknis pengelolaan block grant bagi madrasah
Buku panduan Bantuan Operasional Sekolah (BOS) dan BOS buku dalam rangka wajib belajar 9 tahun,Buku panduan Bantuan Operasional Sekolah (BOS) dan BOS buku dalam rangka wajib belajar 9 tahun
"Data pendidikan, 1988/89","Data pendidikan, 1988/89"
Program pendidikan kependudukan dan lingkungan hidup (PKLH),Program pendidikan kependudukan dan lingkungan hidup (PKLH)
Pedoman pelaksanaan asimilasi di bidang pendidikan dan pengaturan pendidikan asing di Indonesia,Pedoman pelaksanaan asimilasi di bidang pendidikan dan pengaturan pendidikan asing di Indonesia
Falsafah dan sistem pendidikan,Falsafah dan sistem pendidikan
"Keputusan Menteri Pendidikan dan Kebudayaan, Republik Indonesia tentang pendidikan dasar dan menengah","Keputusan Menteri Pendidikan dan Kebudayaan, Republik Indonesia tentang pendidikan dasar dan menengah"
World heritage sites and living culture of Indonesia,World heritage sites and living culture of Indonesia
Pendidikan dasar yang demokratis,Pendidikan dasar yang demokratis
Peraturan Pemerintah R.I. nomor 19 tahun 2005 tentang standar nasional pendidikan,Peraturan Pemerintah R.I. nomor 19 tahun 2005 tentang standar nasional pendidikan
Pengaruh pendidikan wanita terhadap fertilitas di Indonesia,Pengaruh pendidikan wanita terhadap fertilitas di Indonesia
Tokoh-tokoh pembaruan pendidikan Islam di Indonesia,Tokoh-tokoh pembaruan pendidikan Islam di Indonesia
Pendidikan manusia Indonesia yang etis dan terbuka,Pendidikan manusia Indonesia yang etis dan terbuka
"Dinamika pendidikan pesantren di Indonesia, 2008-2010","Dinamika pendidikan pesantren di Indonesia, 2008-2010"
Pendidikan di Indonesia dari jaman ke jaman,Pendidikan di Indonesia dari jaman ke jaman
Khazanah dan praksis pendidikan Islam di Indonesia,Khazanah dan praksis pendidikan Islam di Indonesia
Himpunan peraturan Republik Indonesia bidang pendidikan dasar,Himpunan peraturan Republik Indonesia bidang pendidikan dasar
Isu dan agenda pendidikan tinggi di Indonesia,Isu dan agenda pendidikan tinggi di Indonesia
Penggunaan bahasa Indonesia dalam undang-undang pendidikan,Penggunaan bahasa Indonesia dalam undang-undang pendidikan
Memperkembang dan mempertahankan pendidikan Islam di Indonesia,Memperkembang dan mempertahankan pendidikan Islam di Indonesia
Pemikiran Dan Pembaruan Pendidikan Islam Di Indonesia,Pemikiran Dan Pembaruan Pendidikan Islam Di Indonesia
"Bibliografi pendidikan Islam di Indonesia, 1945-1975","Bibliografi pendidikan Islam di Indonesia, 1945-1975"
Pendidikan di Indonesia di tengah gelombang perubahan,Pendidikan di Indonesia di tengah gelombang perubahan
Analisa situasi pendidikan sosial-ekonomi di Indonesia,Analisa situasi pendidikan sosial-ekonomi di Indonesia
Pedoman kerdja sekolah pendidikan guru (S. P. G.),Pedoman kerdja sekolah pendidikan guru (S. P. G.)
Penyebaran pendidikan serta status dan mobilitas social di Indonesia,Penyebaran pendidikan serta status dan mobilitas social di Indonesia
Restrukturisasi pendidikan tinggi di Indonesia dalam era kompetisi global,Restrukturisasi pendidikan tinggi di Indonesia dalam era kompetisi global
"Himpunan peraturan Menteri Pendidikan Nasional, Republik Indonesia tahun 2009","Himpunan peraturan Menteri Pendidikan Nasional, Republik Indonesia tahun 2009"
Peranan guru dalam upaya meningkatkan mutu pendidikan,Peranan guru dalam upaya meningkatkan mutu pendidikan
Penelitian pembiayaan pendidikan,Penelitian pembiayaan pendidikan
Basic memorandum tentang pendidikan,Basic memorandum tentang pendidikan
Pedoman kelompok kurikulum pendidikan perkoperasian,Pedoman kelompok kurikulum pendidikan perkoperasian
Laporan survey pendidikan non formil,Laporan survey pendidikan non formil
Konsep moral dan pendidikan dalam manuskrip Keraton Yogyakarta,Konsep moral dan pendidikan dalam manuskrip Keraton Yogyakarta
Profil tokoh pengusaha & profesional Muslim Indonesia,Profil tokoh pengusaha & profesional Muslim Indonesia
"Hasil Lokakarya Pengembangan Kurikulum Pendidikan dan Pelatihan Perpustakaan di Indonesia, 9-11 Agustus 1994","Hasil Lokakarya Pengembangan Kurikulum Pendidikan dan Pelatihan Perpustakaan di Indonesia, 9-11 Agustus 1994"
"Keputusan Menteri Pendidikan dan Kebudayaan, Republik Indonesia, no. 0164/0/1980 tentang Perpustakaan Nasional","Keputusan Menteri Pendidikan dan Kebudayaan, Republik Indonesia, no. 0164/0/1980 tentang Perpustakaan Nasional"
Pendidikan untuk masyarakat Indonesia baru,Pendidikan untuk masyarakat Indonesia baru
"Himpunan bahan-bahan tentang pengembangan dan pembinaan mahasiswa di lingkungan perguruan tinggi, Departemen Pendidikan dan Kebudayaan","Himpunan bahan-bahan tentang pengembangan dan pembinaan mahasiswa di lingkungan perguruan tinggi, Departemen Pendidikan dan Kebudayaan"
Teknologi pembelajaran,Teknologi pembelajaran
Pendidikan nilai memasuki tahun 2000,Pendidikan nilai memasuki tahun 2000
Proyeksi pendidikan tahun 1999/2000-2005/2006,Proyeksi pendidikan tahun 1999/2000-2005/2006
Bahasa Indonesia praktis,Bahasa Indonesia praktis
Tinjauan politik mengenai sistem pendidikan nasional,Tinjauan politik mengenai sistem pendidikan nasional
"Peraturan/keputusan pemerintah Daerah Khusus Ibu Kota Jakarta bidang pendidikan, kepegawaian, keuangan","Peraturan/keputusan pemerintah Daerah Khusus Ibu Kota Jakarta bidang pendidikan, kepegawaian, keuangan"
Repelita dalam pendidikan,Repelita dalam pendidikan
Kamus bahasa Dairi Pakpak-Indonesia,Kamus bahasa Dairi Pakpak-Indonesia
Pendidikan dan pasar kerja,Pendidikan dan pasar kerja
Bahan pendidikan kependudukan,Bahan pendidikan kependudukan
Menata ulang pemikiran sistem pendidikan nasional dalam abad 21 =,Menata ulang pemikiran sistem pendidikan nasional dalam abad 21 =
Bibliografi pembaharuan sistem pendidikan nasional,Bibliografi pembaharuan sistem pendidikan nasional
Paradigma baru pendidikan,Paradigma baru pendidikan
Rancangan Repelita IV pendidikan nasional Departemen Pendidikan dan Kebudayaan,Rancangan Repelita IV pendidikan nasional Departemen Pendidikan dan Kebudayaan
"Kumpulan surat keputusan Menteri Pendidikan Nasional, Republik Indonesia tahun 2002","Kumpulan surat keputusan Menteri Pendidikan Nasional, Republik Indonesia tahun 2002"
"125th. pendidikan dokter di Indonesia, 1851-1976","125th. pendidikan dokter di Indonesia, 1851-1976"
